City,Latitude,Longitude,Date,Year,Month,Month_Name,Climate_Type,Elevation_m,Rainfall_mm,Temperature_C,Humidity_pct,SPI_1M,SPI_3M,SPI_6M,SPI_12M,SPI_1M_Class,SPI_3M_Class,SPI_6M_Class,SPI_12M_Class,Year_Month,Drought_Intensity,Wetness_Intensity,Date_String
Cologne,50.9375,6.9603,2022-10-01,2022,10,October,Oceanic,37,173.06,18.0,73,0.9208284330059521,-0.437405132802635,-0.5647205180840913,-0.06094059199676112,Slightly Wet,Near Normal,Slightly Dry,Near Normal,2022-10,0.0,0.9208284330059521,2022-10-01
Cologne,50.9375,6.9603,2022-11-01,2022,11,November,Oceanic,37,31.45,12.2,82,-1.0793929186832345,-1.0268482505539422,-0.6033741161663315,-0.5950176592418247,Moderately Dry,Moderately Dry,Slightly Dry,Slightly Dry,2022-11,1.0793929186832345,0.0,2022-11-01
Cologne,50.9375,6.9603,2022-12-01,2022,12,December,Oceanic,37,61.96,6.0,39,-0.4158399281125763,-0.5811514275422025,-1.5214718163580951,-1.5506572067966713,Near Normal,Slightly Dry,Severely Dry,Severely Dry,2022-12,0.4158399281125763,0.0,2022-12-01
Cologne,50.9375,6.9603,2023-01-01,2023,1,January,Oceanic,37,58.01,25.7,81,-0.48689806177207445,-2.2281748058586266,-2.066908438961399,-1.1955942533222994,Near Normal,Extremely Dry,Extremely Dry,Moderately Dry,2023-01,0.48689806177207445,0.0,2023-01-01
Cologne,50.9375,6.9603,2023-02-01,2023,2,February,Oceanic,37,174.28,4.1,78,0.9317173997506397,-0.26092327669404936,-1.1098063393397815,-0.6684151464682074,Slightly Wet,Near Normal,Moderately Dry,Slightly Dry,2023-02,0.0,0.9317173997506397,2023-02-01
Cologne,50.9375,6.9603,2023-03-01,2023,3,March,Oceanic,37,134.54,22.7,40,0.5481754570168293,0.48962554186963725,-0.15354291565359848,-0.7330271305385813,Slightly Wet,Near Normal,Near Normal,Slightly Dry,2023-03,0.0,0.5481754570168293,2023-03-01
Cologne,50.9375,6.9603,2023-04-01,2023,4,April,Oceanic,37,159.34,4.3,95,0.7948532084788539,1.3882409905508848,-0.26838167154583026,-0.8267435468724033,Slightly Wet,Moderately Wet,Near Normal,Slightly Dry,2023-04,0.0,0.7948532084788539,2023-04-01
Cologne,50.9375,6.9603,2023-05-01,2023,5,May,Oceanic,37,50.09,20.0,87,-0.6399014453567125,0.2648330606857375,-0.11276748339015856,-0.7255961203916906,Slightly Dry,Near Normal,Near Normal,Slightly Dry,2023-05,0.6399014453567125,0.0,2023-05-01
Cologne,50.9375,6.9603,2023-06-01,2023,6,June,Oceanic,37,124.97,24.9,65,0.4451151676597489,0.16778096737501313,0.3918296729199612,-0.9758696597062628,Near Normal,Near Normal,Near Normal,Slightly Dry,2023-06,0.0,0.4451151676597489,2023-06-01
Cologne,50.9375,6.9603,2023-07-01,2023,7,July,Oceanic,37,114.35,3.7,62,0.32453159177191143,-0.31520110976481336,0.8181094115523901,-0.9484095171617257,Near Normal,Near Normal,Slightly Wet,Slightly Dry,2023-07,0.0,0.32453159177191143,2023-07-01
Cologne,50.9375,6.9603,2023-08-01,2023,8,August,Oceanic,37,166.57,-2.6,76,0.8620648792121534,0.8532262705729925,0.7610394874620887,-0.3350684248569855,Slightly Wet,Slightly Wet,Slightly Wet,Near Normal,2023-08,0.0,0.8620648792121534,2023-08-01
Cologne,50.9375,6.9603,2023-09-01,2023,9,September,Oceanic,37,181.22,0.2,42,0.992755910321619,1.3386173659219613,1.1008655520970203,0.6878215647318471,Slightly Wet,Moderately Wet,Moderately Wet,Slightly Wet,2023-09,0.0,0.992755910321619,2023-09-01
Cologne,50.9375,6.9603,2023-10-01,2023,10,October,Oceanic,37,2.43,19.2,69,-2.2902420228459275,0.327251537120035,-0.10112060921647147,-0.44364407265811673,Extremely Dry,Near Normal,Near Normal,Near Normal,2023-10,2.2902420228459275,0.0,2023-10-01
Cologne,50.9375,6.9603,2023-11-01,2023,11,November,Oceanic,37,134.8,29.0,97,0.5509079466038791,0.00183098269143192,0.5693293684946985,0.25302297902250814,Slightly Wet,Near Normal,Slightly Wet,Near Normal,2023-11,0.0,0.5509079466038791,2023-11-01
Cologne,50.9375,6.9603,2023-12-01,2023,12,December,Oceanic,37,10.37,-3.2,71,-1.8628061809982115,-2.2962416497198967,-0.35179772672326043,-0.09015351446580824,Severely Dry,Extremely Dry,Near Normal,Near Normal,2023-12,1.8628061809982115,0.0,2023-12-01
Dresden,51.0504,13.7373,2015-01-01,2015,1,January,Continental,113,178.08,11.4,84,1.0387340550960225,,,,Moderately Wet,No Data,No Data,No Data,2015-01,0.0,1.0387340550960225,2015-01-01
Dresden,51.0504,13.7373,2015-02-01,2015,2,February,Continental,113,150.0,14.6,97,0.7623329504437037,,,,Slightly Wet,No Data,No Data,No Data,2015-02,0.0,0.7623329504437037,2015-02-01
Dresden,51.0504,13.7373,2015-03-01,2015,3,March,Continental,113,181.65,11.6,30,1.0718194506479222,1.4918732645623645,,,Moderately Wet,Moderately Wet,No Data,No Data,2015-03,0.0,1.0718194506479222,2015-03-01
Dresden,51.0504,13.7373,2015-04-01,2015,4,April,Continental,113,151.74,-4.0,36,0.7803855201820895,1.331122267320674,,,Slightly Wet,Moderately Wet,No Data,No Data,2015-04,0.0,0.7803855201820895,2015-04-01
Dresden,51.0504,13.7373,2015-05-01,2015,5,May,Continental,113,119.43,8.4,86,0.4200859661986263,1.137325874340859,,,Near Normal,Moderately Wet,No Data,No Data,2015-05,0.0,0.4200859661986263,2015-05-01
Dresden,51.0504,13.7373,2015-06-01,2015,6,June,Continental,113,130.83,2.1,41,0.5537686205197879,0.7954630711431476,1.631358427698891,,Slightly Wet,Slightly Wet,Very Wet,No Data,2015-06,0.0,0.5537686205197879,2015-06-01
Dresden,51.0504,13.7373,2015-07-01,2015,7,July,Continental,113,177.83,-1.1,34,1.036401368798287,0.9742670680172757,1.6301882958441338,,Moderately Wet,Slightly Wet,Very Wet,No Data,2015-07,0.0,1.036401368798287,2015-07-01
Dresden,51.0504,13.7373,2015-08-01,2015,8,August,Continental,113,115.76,33.3,79,0.3752653534617849,0.9495521211119764,1.4679264130909806,,Near Normal,Slightly Wet,Moderately Wet,No Data,2015-08,0.0,0.3752653534617849,2015-08-01
Dresden,51.0504,13.7373,2015-09-01,2015,9,September,Continental,113,126.48,19.0,71,0.5036980531702281,0.9200772271910241,1.1976108254405298,,Slightly Wet,Slightly Wet,Moderately Wet,No Data,2015-09,0.0,0.5036980531702281,2015-09-01
Dresden,51.0504,13.7373,2015-10-01,2015,10,October,Continental,113,31.3,24.1,41,-1.1581060494983553,-0.21951954513003824,0.5633450792328257,,Moderately Dry,Near Normal,Slightly Wet,No Data,2015-10,1.1581060494983553,0.0,2015-10-01
Dresden,51.0504,13.7373,2015-11-01,2015,11,November,Continental,113,94.78,7.6,47,0.09894875021541606,-0.4141849530890481,0.42485296377629145,,Near Normal,Near Normal,Near Normal,No Data,2015-11,0.0,0.09894875021541606,2015-11-01
Dresden,51.0504,13.7373,2015-12-01,2015,12,December,Continental,113,143.28,10.7,95,0.6913095039782476,-0.2574770863133116,0.4952103551371357,1.6634693559286584,Slightly Wet,Near Normal,Near Normal,Very Wet,2015-12,0.0,0.6913095039782476,2015-12-01
Dresden,51.0504,13.7373,2016-01-01,2016,1,January,Continental,113,54.19,4.5,46,-0.5863003210719524,-0.054248876137727206,-0.24538107584766317,1.1685307982137716,Slightly Dry,Near Normal,Near Normal,Moderately Wet,2016-01,0.5863003210719524,0.0,2016-01-01
Dresden,51.0504,13.7373,2016-02-01,2016,2,February,Continental,113,40.45,-1.1,97,-0.901722009574441,-0.5566265294114726,-0.7514027615541593,0.707649010968223,Slightly Dry,Slightly Dry,Slightly Dry,Slightly Wet,2016-02,0.901722009574441,0.0,2016-02-01
Dresden,51.0504,13.7373,2016-03-01,2016,3,March,Continental,113,62.77,2.2,91,-0.4173724319597689,-1.4728264125121333,-1.2225628366728856,0.17902126090484397,Near Normal,Moderately Dry,Moderately Dry,Near Normal,2016-03,0.4173724319597689,0.0,2016-03-01
Dresden,51.0504,13.7373,2016-04-01,2016,4,April,Continental,113,48.3,26.9,70,-0.713555445832097,-1.5518095280169562,-1.0923736945616331,-0.30892854358992244,Slightly Dry,Severely Dry,Moderately Dry,Near Normal,2016-04,0.713555445832097,0.0,2016-04-01
Dresden,51.0504,13.7373,2016-05-01,2016,5,May,Continental,113,42.98,22.1,63,-0.8384087490929971,-1.5176215190601845,-1.50064567629119,-0.688888362699127,Slightly Dry,Severely Dry,Severely Dry,Slightly Dry,2016-05,0.8384087490929971,0.0,2016-05-01
Dresden,51.0504,13.7373,2016-06-01,2016,6,June,Continental,113,84.97,16.9,99,-0.04455685907234452,-1.2334007136555802,-2.007784830036573,-0.9256775718227911,Near Normal,Moderately Dry,Extremely Dry,Slightly Dry,2016-06,0.04455685907234452,0.0,2016-06-01
Dresden,51.0504,13.7373,2016-07-01,2016,7,July,Continental,113,181.57,14.0,74,1.0710826002798588,0.09211122110381015,-0.9635725961273252,-0.9061013094883006,Moderately Wet,Near Normal,Slightly Dry,Slightly Dry,2016-07,0.0,1.0710826002798588,2016-07-01
Dresden,51.0504,13.7373,2016-08-01,2016,8,August,Continental,113,101.41,31.9,87,0.19034084746262803,0.5503068390651589,-0.5336336421580281,-0.9814783713398934,Near Normal,Slightly Wet,Slightly Dry,Slightly Dry,2016-08,0.0,0.19034084746262803,2016-08-01
Dresden,51.0504,13.7373,2016-09-01,2016,9,September,Continental,113,37.58,-2.1,80,-0.9771187279101116,0.1828343945848976,-0.7069231000645263,-1.4653993483677978,Slightly Dry,Near Normal,Slightly Dry,Moderately Dry,2016-09,0.9771187279101116,0.0,2016-09-01
Dresden,51.0504,13.7373,2016-10-01,2016,10,October,Continental,113,15.39,6.2,63,-1.7868980274828734,-1.5131915834894052,-0.9425625644642986,-1.5553152050374663,Severely Dry,Severely Dry,Slightly Dry,Severely Dry,2016-10,1.7868980274828734,0.0,2016-10-01
Dresden,51.0504,13.7373,2016-11-01,2016,11,November,Continental,113,139.23,9.0,73,0.6474543676071903,-1.0443540768338277,-0.2816440619874182,-1.3067175201574364,Slightly Wet,Moderately Dry,Near Normal,Moderately Dry,2016-11,0.0,0.6474543676071903,2016-11-01
Dresden,51.0504,13.7373,2016-12-01,2016,12,December,Continental,113,76.56,26.3,44,-0.17685683752251818,-0.624219465015382,-0.33617596896654833,-1.683002593406202,Near Normal,Slightly Dry,Near Normal,Severely Dry,2016-12,0.17685683752251818,0.0,2016-12-01
Dresden,51.0504,13.7373,2017-01-01,2017,1,January,Continental,113,164.37,34.7,99,0.9075806144322333,0.639864681734921,-0.4494722876956425,-1.0711837243080025,Slightly Wet,Slightly Wet,Near Normal,Moderately Dry,2017-01,0.0,0.9075806144322333,2017-01-01
Dresden,51.0504,13.7373,2017-02-01,2017,2,February,Continental,113,131.9,4.6,79,0.5659170126608608,0.5863315360255958,-0.25025337236922895,-0.5974200437581935,Slightly Wet,Slightly Wet,Near Normal,Slightly Dry,2017-02,0.0,0.5659170126608608,2017-02-01
Dresden,51.0504,13.7373,2017-03-01,2017,3,March,Continental,113,159.25,30.0,61,0.8568041239587159,1.1547761201124553,0.47985495301444775,-0.12585561699359057,Slightly Wet,Moderately Wet,Near Normal,Near Normal,2017-03,0.0,0.8568041239587159,2017-03-01
Dresden,51.0504,13.7373,2017-04-01,2017,4,April,Continental,113,54.39,28.2,96,-0.5821554074393399,0.3807019148748899,0.6955137383988698,-0.09696754762666955,Slightly Dry,Near Normal,Slightly Wet,Near Normal,2017-04,0.5821554074393399,0.0,2017-04-01
Dresden,51.0504,13.7373,2017-05-01,2017,5,May,Continental,113,138.47,4.0,32,0.6391324977874977,0.4311594329566561,0.6913850700931305,0.34362683686325823,Slightly Wet,Near Normal,Slightly Wet,Near Normal,2017-05,0.0,0.6391324977874977,2017-05-01
Dresden,51.0504,13.7373,2017-06-01,2017,6,June,Continental,113,52.81,11.0,80,-0.6151994041139731,-0.480501314512667,0.5609014147108523,0.19775102176657242,Slightly Dry,Near Normal,Slightly Wet,Near Normal,2017-06,0.6151994041139731,0.0,2017-06-01
Dresden,51.0504,13.7373,2017-07-01,2017,7,July,Continental,113,187.81,11.4,96,1.1279481904039708,0.6320926531132172,0.6897001902152126,0.22624828658379523,Moderately Wet,Slightly Wet,Slightly Wet,Near Normal,2017-07,0.0,1.1279481904039708,2017-07-01
Dresden,51.0504,13.7373,2017-08-01,2017,8,August,Continental,113,127.27,34.1,77,0.5128744216540365,0.5498619623151523,0.6644790439199727,0.3433569516703904,Slightly Wet,Slightly Wet,Slightly Wet,Near Normal,2017-08,0.0,0.5128744216540365,2017-08-01
Dresden,51.0504,13.7373,2017-09-01,2017,9,September,Continental,113,64.9,2.2,46,-0.37797337601195014,0.6385582429157939,0.12535640333118217,0.4653898375571982,Near Normal,Slightly Wet,Near Normal,Near Normal,2017-09,0.37797337601195014,0.0,2017-09-01
Dresden,51.0504,13.7373,2017-10-01,2017,10,October,Continental,113,53.9,27.0,36,-0.5923297082598163,-0.4766169538488938,0.12242002537785884,0.6345798915271431,Slightly Dry,Near Normal,Near Normal,Slightly Wet,2017-10,0.5923297082598163,0.0,2017-10-01
Dresden,51.0504,13.7373,2017-11-01,2017,11,November,Continental,113,38.19,8.4,42,-0.9607520200514601,-1.4783886125558292,-0.5141848425380018,0.18351279073611176,Slightly Dry,Moderately Dry,Slightly Dry,Near Normal,2017-11,0.9607520200514601,0.0,2017-11-01
Dresden,51.0504,13.7373,2017-12-01,2017,12,December,Continental,113,138.93,24.2,95,0.6441729650234976,-0.6258403223270297,0.03689349154868023,0.4646800778439687,Slightly Wet,Slightly Dry,Near Normal,Near Normal,2017-12,0.0,0.6441729650234976,2017-12-01
Dresden,51.0504,13.7373,2018-01-01,2018,1,January,Continental,113,43.74,11.8,33,-0.8199164861543382,-0.7303798602107543,-0.9203999892500133,-0.08769126577865337,Slightly Dry,Slightly Dry,Slightly Dry,Near Normal,2018-01,0.8199164861543382,0.0,2018-01-01
Dresden,51.0504,13.7373,2018-02-01,2018,2,February,Continental,113,119.06,18.1,39,0.4156089082016482,0.02678748656877531,-0.9806812291582548,-0.14864699970054637,Near Normal,Near Normal,Slightly Dry,Near Normal,2018-02,0.0,0.4156089082016482,2018-02-01
Dresden,51.0504,13.7373,2018-03-01,2018,3,March,Continental,113,52.93,28.3,46,-0.6126653537814206,-0.7844225200458765,-1.069906527668902,-0.671354464496794,Slightly Dry,Slightly Dry,Moderately Dry,Slightly Dry,2018-03,0.6126653537814206,0.0,2018-03-01
Dresden,51.0504,13.7373,2018-04-01,2018,4,April,Continental,113,132.39,27.2,81,0.5714587532953584,0.049134504677784095,-0.5117588205816069,-0.2846792934284946,Slightly Wet,Near Normal,Slightly Dry,Near Normal,2018-04,0.0,0.5714587532953584,2018-04-01
Dresden,51.0504,13.7373,2018-05-01,2018,5,May,Continental,113,162.99,29.7,35,0.8939960714720755,0.40205213935660156,0.26962246615221513,-0.1667719438873079,Slightly Wet,Near Normal,Near Normal,Near Normal,2018-05,0.0,0.8939960714720755,2018-05-01
Dresden,51.0504,13.7373,2018-06-01,2018,6,June,Continental,113,155.61,-2.6,98,0.8200624165597816,1.1254602039296167,0.36622529350922534,0.31041312767571627,Slightly Wet,Moderately Wet,Near Normal,Near Normal,2018-06,0.0,0.8200624165597816,2018-06-01
Dresden,51.0504,13.7373,2018-07-01,2018,7,July,Continental,113,152.17,22.7,38,0.7848261271959588,1.2521046175897386,0.958263656869225,0.14797478350552576,Slightly Wet,Moderately Wet,Slightly Wet,Near Normal,2018-07,0.0,0.7848261271959588,2018-07-01
Dresden,51.0504,13.7373,2018-08-01,2018,8,August,Continental,113,37.54,0.6,50,-0.9781986955001635,0.3790013838771365,0.5187557909402516,-0.275241231049158,Slightly Dry,Near Normal,Slightly Wet,Near Normal,2018-08,0.9781986955001635,0.0,2018-08-01
Dresden,51.0504,13.7373,2018-09-01,2018,9,September,Continental,113,17.68,11.6,53,-1.672230366834279,-0.8742022869038594,0.318126833539501,-0.5068708852761502,Severely Dry,Slightly Dry,Near Normal,Slightly Dry,2018-09,1.672230366834279,0.0,2018-09-01
Dresden,51.0504,13.7373,2018-10-01,2018,10,October,Continental,113,139.79,16.9,33,0.653567345211549,-1.012192216045757,0.36082414036026594,-0.090245957911046,Slightly Wet,Moderately Dry,Near Normal,Near Normal,2018-10,0.0,0.653567345211549,2018-10-01
Dresden,51.0504,13.7373,2018-11-01,2018,11,November,Continental,113,73.67,11.1,53,-0.2246159465142176,-0.6246246073531532,-0.17743592344843262,0.07598989371846156,Near Normal,Slightly Dry,Near Normal,Near Normal,2018-11,0.2246159465142176,0.0,2018-11-01
Dresden,51.0504,13.7373,2018-12-01,2018,12,December,Continental,113,86.47,15.8,88,-0.021910851292893576,0.011533380963211328,-0.6339137856601318,-0.17097488932386679,Near Normal,Near Normal,Slightly Dry,Near Normal,2018-12,0.021910851292893576,0.0,2018-12-01
Dresden,51.0504,13.7373,2019-01-01,2019,1,January,Continental,113,6.23,34.9,32,-2.4575841033546437,-1.3565835267000086,-1.75958487584978,-0.3521219188477785,Extremely Dry,Moderately Dry,Severely Dry,Near Normal,2019-01,2.4575841033546437,0.0,2019-01-01
Dresden,51.0504,13.7373,2019-02-01,2019,2,February,Continental,113,51.92,0.4,97,-0.6341222200882396,-1.6471544142220638,-1.636037172877345,-0.6866500348461639,Slightly Dry,Severely Dry,Severely Dry,Slightly Dry,2019-02,0.6341222200882396,0.0,2019-02-01
Dresden,51.0504,13.7373,2019-03-01,2019,3,March,Continental,113,6.74,22.0,69,-2.4038333400438128,-3.1091296448794115,-1.729722406898232,-0.9251011088634535,Extremely Dry,Extremely Dry,Severely Dry,Slightly Dry,2019-03,2.4038333400438128,0.0,2019-03-01
Dresden,51.0504,13.7373,2019-04-01,2019,4,April,Continental,113,175.84,10.8,77,1.017758130698341,-0.5907584864760207,-1.4279540464007827,-0.7005988350388928,Moderately Wet,Slightly Dry,Moderately Dry,Slightly Dry,2019-04,0.0,1.017758130698341,2019-04-01
Dresden,51.0504,13.7373,2019-05-01,2019,5,May,Continental,113,48.68,0.3,83,-0.7050218586940235,-0.623409324232042,-1.6350201329259852,-1.3055069938330295,Slightly Dry,Slightly Dry,Severely Dry,Moderately Dry,2019-05,0.7050218586940235,0.0,2019-05-01
Dresden,51.0504,13.7373,2019-06-01,2019,6,June,Continental,113,111.47,1.3,64,0.3216628296607881,0.3062132193182025,-1.4278730014418182,-1.5523026300918592,Near Normal,Near Normal,Moderately Dry,Severely Dry,2019-06,0.0,0.3216628296607881,2019-06-01
Dresden,51.0504,13.7373,2019-07-01,2019,7,July,Continental,113,7.8,33.0,85,-2.3019473913553243,-1.3365454619624264,-1.4151662396891593,-2.4220173184742633,Extremely Dry,Moderately Dry,Moderately Dry,Extremely Dry,2019-07,2.3019473913553243,0.0,2019-07-01
Dresden,51.0504,13.7373,2019-08-01,2019,8,August,Continental,113,133.37,30.2,69,0.582502087608468,-0.41342221733103085,-0.7980548308327915,-1.8333565770313078,Slightly Wet,Near Normal,Slightly Dry,Severely Dry,2019-08,0.0,0.582502087608468,2019-08-01
Dresden,51.0504,13.7373,2019-09-01,2019,9,September,Continental,113,64.61,31.3,97,-0.38328401982850513,-0.8918195024512158,-0.4015531784077731,-1.5614577600800905,Near Normal,Slightly Dry,Near Normal,Severely Dry,2019-09,0.38328401982850513,0.0,2019-09-01
Dresden,51.0504,13.7373,2019-10-01,2019,10,October,Continental,113,179.58,34.7,75,1.0526865057913155,0.6209543240777963,-0.37693425489663207,-1.3383687819649865,Moderately Wet,Slightly Wet,Near Normal,Moderately Dry,2019-10,0.0,1.0526865057913155,2019-10-01
Dresden,51.0504,13.7373,2019-11-01,2019,11,November,Continental,113,177.62,3.3,42,1.0344402951790488,0.9318908977478048,0.4104509978841303,-0.7841855218151683,Moderately Wet,Slightly Wet,Near Normal,Slightly Dry,2019-11,0.0,1.0344402951790488,2019-11-01
Dresden,51.0504,13.7373,2019-12-01,2019,12,December,Continental,113,65.06,9.2,56,-0.3750504390820151,0.93494099634645,0.13965681931146803,-0.8951826365327972,Near Normal,Slightly Wet,Near Normal,Slightly Dry,2019-12,0.3750504390820151,0.0,2019-12-01
Dresden,51.0504,13.7373,2020-01-01,2020,1,January,Continental,113,180.19,21.8,35,1.0583392531041564,0.9390722012078778,1.0883604819597037,-0.03431446325847566,Moderately Wet,Slightly Wet,Moderately Wet,Near Normal,2020-01,0.0,1.0583392531041564,2020-01-01
Dresden,51.0504,13.7373,2020-02-01,2020,2,February,Continental,113,199.23,14.4,46,1.2289915618166023,1.0829952492164092,1.4151714887767235,0.6316637741509561,Moderately Wet,Moderately Wet,Moderately Wet,Slightly Wet,2020-02,0.0,1.2289915618166023,2020-02-01
Dresden,51.0504,13.7373,2020-03-01,2020,3,March,Continental,113,165.08,11.7,65,0.9145412328970317,1.6961302538020955,1.884055548837262,1.2959011553371926,Slightly Wet,Very Wet,Very Wet,Moderately Wet,2020-03,0.0,0.9145412328970317,2020-03-01
Dresden,51.0504,13.7373,2020-04-01,2020,4,April,Continental,113,168.97,9.3,31,0.9523406213947155,1.6311519893198159,1.836068911689296,1.26805843223211,Slightly Wet,Very Wet,Very Wet,Moderately Wet,2020-04,0.0,0.9523406213947155,2020-04-01
Dresden,51.0504,13.7373,2020-05-01,2020,5,May,Continental,113,49.8,18.8,81,-0.6801435095452105,0.6665577162578847,1.2288646644205272,1.2726032523147603,Slightly Dry,Slightly Wet,Moderately Wet,Moderately Wet,2020-05,0.6801435095452105,0.0,2020-05-01
Dresden,51.0504,13.7373,2020-06-01,2020,6,June,Continental,113,115.34,18.0,95,0.3700763406835626,0.2913847133513722,1.4744967183372184,1.288290165639142,Near Normal,Near Normal,Moderately Wet,Moderately Wet,2020-06,0.0,0.3700763406835626,2020-06-01
Dresden,51.0504,13.7373,2020-07-01,2020,7,July,Continental,113,13.45,1.5,81,-1.894932452605397,-1.2049380182905414,0.6199325687793491,1.3111449161881752,Severely Dry,Moderately Dry,Slightly Wet,Moderately Wet,2020-07,1.894932452605397,0.0,2020-07-01
Dresden,51.0504,13.7373,2020-08-01,2020,8,August,Continental,113,18.98,13.9,72,-1.6121566825660438,-1.6032356324861547,-0.46894953300806486,0.8370165126269221,Severely Dry,Severely Dry,Near Normal,Slightly Wet,2020-08,1.6121566825660438,0.0,2020-08-01
Dresden,51.0504,13.7373,2020-09-01,2020,9,September,Continental,113,199.78,17.1,51,1.2337643353729462,-0.6138035290627013,-0.24198589204774587,1.3947241253238407,Moderately Wet,Slightly Dry,Near Normal,Moderately Wet,2020-09,0.0,1.2337643353729462,2020-09-01
Dresden,51.0504,13.7373,2020-10-01,2020,10,October,Continental,113,65.33,17.8,84,-0.37012931413560846,-0.12542617605874137,-0.9515140305944405,0.9255840587743048,Near Normal,Near Normal,Slightly Dry,Slightly Wet,2020-10,0.37012931413560846,0.0,2020-10-01
Dresden,51.0504,13.7373,2020-11-01,2020,11,November,Continental,113,149.64,3.4,96,0.7585810339454733,0.8837585228893781,-0.26637613174333935,0.8069300320451974,Slightly Wet,Slightly Wet,Near Normal,Slightly Wet,2020-11,0.0,0.7585810339454733,2020-11-01
Dresden,51.0504,13.7373,2020-12-01,2020,12,December,Continental,113,161.33,24.7,89,0.8775569253868533,0.6117593100980293,0.021717533605103267,1.208854212812044,Slightly Wet,Slightly Wet,Near Normal,Moderately Wet,2020-12,0.0,0.8775569253868533,2020-12-01
Dresden,51.0504,13.7373,2021-01-01,2021,1,January,Continental,113,171.6,-4.0,87,0.9775815243055473,1.3260286034262987,0.9139504716382199,1.1736987404096748,Slightly Wet,Moderately Wet,Slightly Wet,Moderately Wet,2021-01,0.0,0.9775815243055473,2021-01-01
Dresden,51.0504,13.7373,2021-02-01,2021,2,February,Continental,113,199.53,9.2,41,1.2315959228997178,1.6263690971338298,1.7953688534255832,1.1749287768387142,Moderately Wet,Very Wet,Very Wet,Moderately Wet,2021-02,0.0,1.2315959228997178,2021-02-01
Dresden,51.0504,13.7373,2021-03-01,2021,3,March,Continental,113,48.3,26.2,98,-0.713555445832097,0.9157239610268124,1.0643784365459452,0.683142705884422,Slightly Dry,Slightly Wet,Moderately Wet,Slightly Wet,2021-03,0.713555445832097,0.0,2021-03-01
Dresden,51.0504,13.7373,2021-04-01,2021,4,April,Continental,113,8.07,17.6,68,-2.277802660436087,-0.3824792542368897,0.7644649086758192,-0.042450093043132464,Extremely Dry,Near Normal,Slightly Wet,Near Normal,2021-04,2.277802660436087,0.0,2021-04-01
Dresden,51.0504,13.7373,2021-05-01,2021,5,May,Continental,113,82.24,5.4,42,-0.08648124393423064,-1.7328739953948296,0.39115450663226786,0.10882318066281338,Near Normal,Severely Dry,Near Normal,Near Normal,2021-05,0.08648124393423064,0.0,2021-05-01
Dresden,51.0504,13.7373,2021-06-01,2021,6,June,Continental,113,26.02,22.8,70,-1.3324070265327241,-2.0760276021020174,-0.4413558089878074,-0.3144186998732032,Moderately Dry,Extremely Dry,Near Normal,Near Normal,2021-06,1.3324070265327241,0.0,2021-06-01
Dresden,51.0504,13.7373,2021-07-01,2021,7,July,Continental,113,4.49,17.7,86,-2.673402499591781,-2.1354940389789476,-1.6967042923278615,-0.35808050062627345,Extremely Dry,Extremely Dry,Severely Dry,Near Normal,2021-07,2.673402499591781,0.0,2021-07-01
Dresden,51.0504,13.7373,2021-08-01,2021,8,August,Continental,113,72.09,26.8,82,-0.25127405916759293,-2.311908485824774,-2.959029488609716,-0.10255717404434563,Near Normal,Extremely Dry,Extremely Dry,Near Normal,2021-08,0.25127405916759293,0.0,2021-08-01
Dresden,51.0504,13.7373,2021-09-01,2021,9,September,Continental,113,156.75,24.4,41,0.8316284906552068,-0.6025132689917853,-1.8628394116393534,-0.308977113116046,Slightly Wet,Slightly Dry,Severely Dry,Near Normal,2021-09,0.0,0.8316284906552068,2021-09-01
Dresden,51.0504,13.7373,2021-10-01,2021,10,October,Continental,113,113.24,19.4,42,0.3439416201115701,0.35387375326115755,-1.0095009518105038,-0.07946473820414039,Near Normal,Near Normal,Moderately Dry,Near Normal,2021-10,0.0,0.3439416201115701,2021-10-01
Dresden,51.0504,13.7373,2021-11-01,2021,11,November,Continental,113,62.56,14.5,86,-0.4213071111631094,0.27903813028980073,-1.1579507587981113,-0.501449869703632,Near Normal,Near Normal,Moderately Dry,Slightly Dry,2021-11,0.4213071111631094,0.0,2021-11-01
Dresden,51.0504,13.7373,2021-12-01,2021,12,December,Continental,113,130.87,0.3,69,0.5542239349078388,0.06834114687971789,-0.41324434067557186,-0.6543144816263657,Slightly Wet,Near Normal,Near Normal,Slightly Dry,2021-12,0.0,0.5542239349078388,2021-12-01
Dresden,51.0504,13.7373,2022-01-01,2022,1,January,Continental,113,46.4,5.5,74,-0.7569584631393806,-0.5377101304433258,-0.14305626969979793,-1.315306719360652,Slightly Dry,Slightly Dry,Near Normal,Moderately Dry,2022-01,0.7569584631393806,0.0,2022-01-01
Dresden,51.0504,13.7373,2022-02-01,2022,2,February,Continental,113,2.88,11.8,64,-2.947755183811512,-1.186107454194337,-0.5969372315129093,-2.4858147911632855,Extremely Dry,Moderately Dry,Slightly Dry,Extremely Dry,2022-02,2.947755183811512,0.0,2022-02-01
Dresden,51.0504,13.7373,2022-03-01,2022,3,March,Continental,113,152.87,19.0,32,0.7920376991705675,-0.9318927750710269,-0.6235777231915456,-1.8403228729813195,Slightly Wet,Slightly Dry,Slightly Dry,Severely Dry,2022-03,0.0,0.7920376991705675,2022-03-01
